Transaction Date/Time,Product SKU,Quantity Sold,Total Sales Amount,Outlet ID/Location,Inventory Data,Historical Sales Data
2024-06-04 04:32:24,SKU5678,18,4086,Outlet_003_Town_C,10 units available,2023-09 Sales: 150 units
2024-10-10 05:26:09,SKU5678,19,3724,Outlet_004_Town_D,26 units available,2023-09 Sales: 90 units
2023-02-24 08:34:13,SKU5678,15,7185,Outlet_002_Town_B,71 units available,2023-09 Sales: 100 units
2024-07-30 15:52:45,SKU3456,15,6195,Outlet_004_Town_D,92 units available,2023-09 Sales: 120 units
2024-08-31 12:57:01,SKU1234,11,3883,Outlet_003_Town_C,9 units available,2023-09 Sales: 90 units
2024-04-18 08:23:17,SKU5678,12,1332,Outlet_002_Town_B,75 units available,2023-09 Sales: 100 units
2024-07-18 07:42:28,SKU4567,17,8279,Outlet_003_Town_C,57 units available,2023-09 Sales: 100 units
2024-06-07 03:40:18,SKU1234,8,2072,Outlet_001_Town_A,67 units available,2023-09 Sales: 100 units
2023-08-28 10:24:56,SKU2345,14,2030,Outlet_002_Town_B,59 units available,2023-09 Sales: 90 units
2023-02-11 04:52:06,SKU2345,1,381,Outlet_003_Town_C,66 units available,2023-09 Sales: 150 units
2023-02-21 14:47:28,SKU3456,4,776,Outlet_002_Town_B,36 units available,2023-09 Sales: 90 units
2024-07-08 13:41:23,SKU5678,6,1254,Outlet_004_Town_D,1 units available,2023-09 Sales: 100 units
2023-02-13 16:04:22,SKU1234,11,3487,Outlet_003_Town_C,89 units available,2023-09 Sales: 90 units
2023-02-17 23:52:55,SKU4567,14,5040,Outlet_002_Town_B,85 units available,2023-09 Sales: 120 units
2023-05-20 09:53:26,SKU2345,10,2620,Outlet_004_Town_D,56 units available,2023-09 Sales: 100 units
2024-01-08 16:09:22,SKU4567,17,2397,Outlet_002_Town_B,21 units available,2023-09 Sales: 100 units
2023-10-17 21:34:37,SKU3456,17,6154,Outlet_002_Town_B,51 units available,2023-09 Sales: 100 units
2023-04-23 12:57:09,SKU2345,8,3272,Outlet_002_Town_B,100 units available,2023-09 Sales: 100 units
2023-03-21 03:15:34,SKU4567,5,2035,Outlet_001_Town_A,89 units available,2023-09 Sales: 100 units
2024-01-01 10:00:00,SKU1234,1,461,Outlet_004_Town_D,0 units available,2023-09 Sales: 120 units
2024-06-06 14:16:18,SKU5678,9,2637,Outlet_004_Town_D,38 units available,2023-09 Sales: 150 units
2023-12-20 18:44:30,SKU3456,9,2088,Outlet_004_Town_D,31 units available,2023-09 Sales: 120 units
2024-01-30 08:47:02,SKU4567,8,1728,Outlet_002_Town_B,8 units available,2023-09 Sales: 100 units
2024-05-25 04:14:31,SKU5678,7,1477,Outlet_003_Town_C,92 units available,2023-09 Sales: 100 units
2024-10-06 13:23:37,SKU2345,6,780,Outlet_002_Town_B,86 units available,2023-09 Sales: 150 units
2024-08-20 14:04:06,SKU4567,8,2952,Outlet_002_Town_B,24 units available,2023-09 Sales: 100 units
2024-08-13 20:01:54,SKU5678,20,7040,Outlet_002_Town_B,89 units available,2023-09 Sales: 120 units
2023-07-23 18:25:05,SKU3456,6,2754,Outlet_003_Town_C,88 units available,2023-09 Sales: 90 units
2023-12-06 12:22:20,SKU5678,11,4532,Outlet_003_Town_C,58 units available,2023-09 Sales: 100 units
2023-10-08 10:56:11,SKU4567,13,3835,Outlet_001_Town_A,21 units available,2023-09 Sales: 90 units
2023-11-29 06:08:46,SKU4567,20,3920,Outlet_004_Town_D,2 units available,2023-09 Sales: 100 units
2023-02-03 12:34:50,SKU4567,8,3760,Outlet_002_Town_B,74 units available,2023-09 Sales: 120 units
2023-09-10 07:16:15,SKU1234,15,2790,Outlet_002_Town_B,95 units available,2023-09 Sales: 150 units
2024-04-22 18:11:37,SKU2345,1,186,Outlet_004_Town_D,23 units available,2023-09 Sales: 150 units
2023-06-08 02:53:43,SKU2345,2,456,Outlet_002_Town_B,0 units available,2023-09 Sales: 100 units
2024-05-01 14:46:21,SKU2345,11,2750,Outlet_004_Town_D,25 units available,2023-09 Sales: 90 units
2023-12-28 11:36:24,SKU4567,4,1152,Outlet_004_Town_D,76 units available,2023-09 Sales: 100 units
2023-07-24 05:59:43,SKU3456,14,5250,Outlet_001_Town_A,25 units available,2023-09 Sales: 90 units
2024-04-25 17:53:30,SKU4567,14,6846,Outlet_001_Town_A,11 units available,2023-09 Sales: 100 units
2023-07-08 12:25:53,SKU1234,15,2460,Outlet_004_Town_D,51 units available,2023-09 Sales: 120 units
2024-09-12 05:56:13,SKU4567,18,3816,Outlet_003_Town_C,25 units available,2023-09 Sales: 100 units
2024-01-03 02:25:32,SKU3456,5,890,Outlet_003_Town_C,59 units available,2023-09 Sales: 100 units
2023-02-06 23:30:25,SKU1234,2,806,Outlet_004_Town_D,73 units available,2023-09 Sales: 100 units
2023-12-25 22:41:37,SKU3456,2,684,Outlet_004_Town_D,32 units available,2023-09 Sales: 120 units
2023-09-10 15:20:37,SKU3456,13,1859,Outlet_002_Town_B,65 units available,2023-09 Sales: 100 units
2023-11-18 19:41:03,SKU4567,19,2907,Outlet_001_Town_A,82 units available,2023-09 Sales: 90 units
2023-05-25 15:34:27,SKU5678,2,408,Outlet_003_Town_C,51 units available,2023-09 Sales: 120 units
2024-01-06 05:25:15,SKU5678,9,1152,Outlet_002_Town_B,7 units available,2023-09 Sales: 90 units
2023-09-16 19:23:48,SKU5678,1,500,Outlet_001_Town_A,10 units available,2023-09 Sales: 150 units
2024-02-12 16:00:27,SKU5678,17,2924,Outlet_002_Town_B,71 units available,2023-09 Sales: 120 units
2023-05-25 19:55:53,SKU2345,6,2112,Outlet_004_Town_D,4 units available,2023-09 Sales: 120 units
2023-06-21 20:09:43,SKU2345,19,7429,Outlet_003_Town_C,61 units available,2023-09 Sales: 120 units
2024-05-19 15:40:07,SKU2345,14,2450,Outlet_004_Town_D,57 units available,2023-09 Sales: 100 units
2024-01-04 14:32:41,SKU4567,9,2997,Outlet_003_Town_C,49 units available,2023-09 Sales: 120 units
2023-08-26 09:21:07,SKU1234,4,1636,Outlet_001_Town_A,80 units available,2023-09 Sales: 90 units
2023-10-24 21:12:33,SKU2345,16,6624,Outlet_003_Town_C,79 units available,2023-09 Sales: 120 units
2023-06-30 04:12:48,SKU2345,9,1881,Outlet_002_Town_B,51 units available,2023-09 Sales: 120 units
2024-06-28 15:21:12,SKU4567,3,510,Outlet_003_Town_C,65 units available,2023-09 Sales: 150 units
2023-07-02 02:14:25,SKU1234,8,3032,Outlet_001_Town_A,22 units available,2023-09 Sales: 150 units
2024-08-03 22:00:33,SKU5678,1,114,Outlet_003_Town_C,95 units available,2023-09 Sales: 90 units
2023-09-05 19:07:50,SKU4567,6,1134,Outlet_002_Town_B,59 units available,2023-09 Sales: 120 units
2024-07-31 21:18:50,SKU5678,16,2656,Outlet_002_Town_B,63 units available,2023-09 Sales: 100 units
2023-01-28 04:01:04,SKU1234,11,1309,Outlet_001_Town_A,75 units available,2023-09 Sales: 100 units
2024-07-12 22:00:25,SKU5678,12,2388,Outlet_004_Town_D,84 units available,2023-09 Sales: 150 units
2023-12-15 12:10:33,SKU3456,14,4284,Outlet_003_Town_C,70 units available,2023-09 Sales: 150 units
2023-05-26 16:23:43,SKU2345,13,6279,Outlet_002_Town_B,15 units available,2023-09 Sales: 150 units
2024-07-05 22:31:05,SKU4567,5,2120,Outlet_002_Town_B,97 units available,2023-09 Sales: 150 units
2024-05-23 22:18:36,SKU3456,3,1188,Outlet_002_Town_B,43 units available,2023-09 Sales: 100 units
2024-05-20 02:06:21,SKU1234,7,1918,Outlet_001_Town_A,82 units available,2023-09 Sales: 90 units
2023-11-18 23:12:32,SKU3456,12,3312,Outlet_002_Town_B,28 units available,2023-09 Sales: 100 units
2023-10-23 19:54:51,SKU1234,15,7245,Outlet_001_Town_A,88 units available,2023-09 Sales: 100 units
2023-01-30 18:08:41,SKU1234,17,3281,Outlet_002_Town_B,2 units available,2023-09 Sales: 100 units
2023-11-23 17:47:07,SKU1234,8,3056,Outlet_004_Town_D,90 units available,2023-09 Sales: 150 units
2024-01-05 16:50:57,SKU5678,5,1255,Outlet_001_Town_A,28 units available,2023-09 Sales: 120 units
2023-12-16 09:48:29,SKU2345,7,3192,Outlet_001_Town_A,66 units available,2023-09 Sales: 100 units
2023-10-15 12:56:11,SKU1234,12,2688,Outlet_003_Town_C,98 units available,2023-09 Sales: 150 units
2023-06-10 16:03:21,SKU5678,16,7872,Outlet_002_Town_B,72 units available,2023-09 Sales: 100 units
2024-09-11 18:15:45,SKU4567,6,2640,Outlet_004_Town_D,9 units available,2023-09 Sales: 100 units
2023-01-23 09:01:47,SKU2345,8,1656,Outlet_001_Town_A,19 units available,2023-09 Sales: 90 units
2024-08-07 04:21:32,SKU1234,20,7960,Outlet_002_Town_B,48 units available,2023-09 Sales: 150 units
2023-05-19 03:59:52,SKU5678,8,2440,Outlet_001_Town_A,91 units available,2023-09 Sales: 150 units
2023-10-02 04:37:09,SKU4567,12,3756,Outlet_001_Town_A,0 units available,2023-09 Sales: 150 units
2023-05-10 05:18:29,SKU3456,20,2560,Outlet_001_Town_A,80 units available,2023-09 Sales: 150 units
2023-01-31 00:22:11,SKU4567,15,2385,Outlet_001_Town_A,98 units available,2023-09 Sales: 120 units
2024-06-22 07:01:51,SKU2345,8,888,Outlet_003_Town_C,66 units available,2023-09 Sales: 150 units
2023-07-01 18:53:46,SKU1234,16,6224,Outlet_004_Town_D,57 units available,2023-09 Sales: 100 units
2024-04-23 23:05:59,SKU3456,19,5225,Outlet_002_Town_B,1 units available,2023-09 Sales: 150 units
2023-08-17 03:18:54,SKU2345,1,323,Outlet_004_Town_D,58 units available,2023-09 Sales: 150 units
2024-07-23 21:46:16,SKU1234,20,4660,Outlet_001_Town_A,68 units available,2023-09 Sales: 150 units
2024-07-16 07:32:42,SKU1234,3,396,Outlet_001_Town_A,71 units available,2023-09 Sales: 90 units
2024-02-25 12:58:39,SKU4567,4,920,Outlet_003_Town_C,73 units available,2023-09 Sales: 120 units
2024-06-14 23:15:35,SKU3456,7,2667,Outlet_001_Town_A,90 units available,2023-09 Sales: 120 units
2023-04-14 05:43:30,SKU3456,15,5295,Outlet_002_Town_B,92 units available,2023-09 Sales: 150 units
2024-04-13 05:03:30,SKU1234,3,1467,Outlet_003_Town_C,38 units available,2023-09 Sales: 120 units
2024-01-07 05:08:45,SKU5678,6,2814,Outlet_003_Town_C,46 units available,2023-09 Sales: 100 units
2023-10-15 05:55:19,SKU4567,20,4820,Outlet_003_Town_C,93 units available,2023-09 Sales: 100 units
2023-08-16 20:16:44,SKU1234,11,4554,Outlet_004_Town_D,6 units available,2023-09 Sales: 150 units
2024-06-02 23:11:09,SKU5678,8,3528,Outlet_001_Town_A,4 units available,2023-09 Sales: 120 units
2024-09-18 23:15:48,SKU4567,4,1644,Outlet_003_Town_C,86 units available,2023-09 Sales: 100 units
2023-06-22 12:06:40,SKU1234,1,101,Outlet_002_Town_B,64 units available,2023-09 Sales: 120 units
2023-05-24 13:43:41,SKU5678,20,6840,Outlet_002_Town_B,70 units available,2023-09 Sales: 150 units
2024-03-24 09:11:12,SKU5678,3,1491,Outlet_001_Town_A,53 units available,2023-09 Sales: 90 units
2023-06-26 09:53:14,SKU5678,18,5904,Outlet_001_Town_A,68 units available,2023-09 Sales: 100 units
2023-10-11 07:31:10,SKU4567,20,7860,Outlet_002_Town_B,96 units available,2023-09 Sales: 150 units
2023-12-19 22:12:10,SKU3456,9,3060,Outlet_001_Town_A,57 units available,2023-09 Sales: 100 units
2024-07-15 19:52:47,SKU4567,19,4579,Outlet_004_Town_D,1 units available,2023-09 Sales: 90 units
2024-07-30 18:38:27,SKU3456,2,354,Outlet_004_Town_D,17 units available,2023-09 Sales: 90 units
2023-02-01 21:26:24,SKU3456,1,211,Outlet_004_Town_D,28 units available,2023-09 Sales: 90 units
2023-03-17 23:55:00,SKU1234,12,2388,Outlet_003_Town_C,81 units available,2023-09 Sales: 90 units
2024-08-16 11:13:37,SKU3456,1,363,Outlet_002_Town_B,80 units available,2023-09 Sales: 150 units
2023-10-21 20:50:55,SKU1234,5,1595,Outlet_001_Town_A,90 units available,2023-09 Sales: 150 units
2023-03-19 08:37:54,SKU4567,12,3864,Outlet_003_Town_C,93 units available,2023-09 Sales: 120 units
2023-01-31 03:41:19,SKU1234,14,1554,Outlet_003_Town_C,84 units available,2023-09 Sales: 90 units
2024-03-09 21:37:15,SKU5678,10,3460,Outlet_004_Town_D,91 units available,2023-09 Sales: 100 units
2024-06-01 21:44:09,SKU4567,16,6352,Outlet_002_Town_B,87 units available,2023-09 Sales: 100 units
2024-08-03 00:44:26,SKU4567,18,8460,Outlet_003_Town_C,30 units available,2023-09 Sales: 90 units
2024-06-27 22:38:33,SKU1234,1,480,Outlet_003_Town_C,29 units available,2023-09 Sales: 100 units
2024-08-31 11:58:18,SKU1234,12,5532,Outlet_004_Town_D,24 units available,2023-09 Sales: 120 units
2024-02-10 05:34:34,SKU1234,13,2548,Outlet_003_Town_C,1 units available,2023-09 Sales: 150 units
2024-03-27 08:41:20,SKU2345,19,6327,Outlet_001_Town_A,37 units available,2023-09 Sales: 150 units
2023-06-08 19:30:36,SKU5678,3,1434,Outlet_004_Town_D,11 units available,2023-09 Sales: 150 units
2024-07-28 10:30:57,SKU3456,10,1830,Outlet_002_Town_B,31 units available,2023-09 Sales: 100 units
2024-09-04 21:56:52,SKU4567,10,3690,Outlet_003_Town_C,70 units available,2023-09 Sales: 150 units
2023-10-15 22:41:48,SKU4567,14,5614,Outlet_004_Town_D,74 units available,2023-09 Sales: 100 units
2023-11-27 16:42:05,SKU5678,17,1768,Outlet_001_Town_A,26 units available,2023-09 Sales: 120 units
2023-08-24 09:12:17,SKU2345,2,550,Outlet_003_Town_C,44 units available,2023-09 Sales: 120 units
2024-04-12 22:50:28,SKU1234,10,2550,Outlet_002_Town_B,58 units available,2023-09 Sales: 120 units
2023-05-23 16:13:16,SKU1234,11,2618,Outlet_001_Town_A,4 units available,2023-09 Sales: 90 units
2023-11-19 05:41:00,SKU1234,17,7820,Outlet_001_Town_A,49 units available,2023-09 Sales: 90 units
2023-11-26 22:15:42,SKU1234,3,618,Outlet_003_Town_C,45 units available,2023-09 Sales: 100 units
2023-02-26 10:54:43,SKU5678,6,2244,Outlet_002_Town_B,79 units available,2023-09 Sales: 150 units
2023-03-28 18:38:31,SKU1234,8,1000,Outlet_001_Town_A,41 units available,2023-09 Sales: 100 units
2024-03-11 04:21:45,SKU4567,15,4785,Outlet_003_Town_C,97 units available,2023-09 Sales: 90 units
2023-10-11 13:30:06,SKU3456,10,4490,Outlet_002_Town_B,57 units available,2023-09 Sales: 150 units
2023-03-24 12:33:58,SKU4567,1,314,Outlet_004_Town_D,0 units available,2023-09 Sales: 90 units
2023-01-03 06:18:57,SKU2345,12,3408,Outlet_003_Town_C,45 units available,2023-09 Sales: 120 units
2024-06-16 09:31:52,SKU1234,19,6023,Outlet_001_Town_A,78 units available,2023-09 Sales: 100 units
2024-07-05 15:17:58,SKU4567,1,438,Outlet_004_Town_D,27 units available,2023-09 Sales: 90 units
2023-05-13 13:07:27,SKU4567,1,179,Outlet_004_Town_D,83 units available,2023-09 Sales: 120 units
2024-05-08 06:06:50,SKU2345,17,4114,Outlet_003_Town_C,6 units available,2023-09 Sales: 150 units
2023-06-06 18:37:52,SKU5678,1,340,Outlet_004_Town_D,75 units available,2023-09 Sales: 90 units
2023-06-30 12:54:16,SKU1234,8,3912,Outlet_002_Town_B,10 units available,2023-09 Sales: 90 units
2024-07-09 10:53:56,SKU2345,3,858,Outlet_003_Town_C,7 units available,2023-09 Sales: 100 units
2024-02-08 01:02:40,SKU3456,6,2250,Outlet_004_Town_D,4 units available,2023-09 Sales: 120 units
2024-08-09 03:31:57,SKU1234,19,7961,Outlet_002_Town_B,20 units available,2023-09 Sales: 150 units
2023-10-22 19:32:58,SKU3456,15,4305,Outlet_004_Town_D,86 units available,2023-09 Sales: 90 units
2023-09-05 22:35:16,SKU4567,11,4774,Outlet_001_Town_A,51 units available,2023-09 Sales: 100 units
2023-07-31 10:06:14,SKU2345,6,1032,Outlet_002_Town_B,83 units available,2023-09 Sales: 150 units
2023-08-10 12:15:35,SKU4567,5,510,Outlet_003_Town_C,37 units available,2023-09 Sales: 120 units
2024-02-23 00:11:10,SKU4567,8,1848,Outlet_004_Town_D,1 units available,2023-09 Sales: 150 units
2023-09-10 11:02:46,SKU3456,9,3348,Outlet_003_Town_C,73 units available,2023-09 Sales: 90 units
2024-10-08 09:55:36,SKU1234,13,3783,Outlet_003_Town_C,77 units available,2023-09 Sales: 150 units
2024-09-07 21:44:15,SKU3456,3,681,Outlet_003_Town_C,62 units available,2023-09 Sales: 150 units
2023-11-08 08:31:03,SKU2345,19,6251,Outlet_004_Town_D,32 units available,2023-09 Sales: 120 units
2023-05-18 14:57:41,SKU3456,11,5269,Outlet_003_Town_C,20 units available,2023-09 Sales: 120 units
2023-07-03 23:17:47,SKU2345,18,2088,Outlet_003_Town_C,71 units available,2023-09 Sales: 150 units
2024-02-16 05:19:20,SKU1234,1,454,Outlet_002_Town_B,40 units available,2023-09 Sales: 100 units
2024-07-20 09:56:52,SKU1234,11,1210,Outlet_002_Town_B,74 units available,2023-09 Sales: 120 units
2023-11-17 08:11:49,SKU4567,4,1956,Outlet_003_Town_C,77 units available,2023-09 Sales: 150 units
2023-02-08 06:42:58,SKU2345,19,2907,Outlet_002_Town_B,96 units available,2023-09 Sales: 150 units
2023-02-24 09:44:53,SKU2345,5,720,Outlet_003_Town_C,70 units available,2023-09 Sales: 90 units
2023-01-12 03:51:23,SKU5678,1,384,Outlet_001_Town_A,50 units available,2023-09 Sales: 150 units
2023-06-06 17:41:07,SKU5678,2,912,Outlet_003_Town_C,52 units available,2023-09 Sales: 150 units
2024-01-06 10:00:27,SKU2345,8,2208,Outlet_003_Town_C,71 units available,2023-09 Sales: 120 units
2024-09-16 22:30:04,SKU3456,18,2466,Outlet_002_Town_B,33 units available,2023-09 Sales: 100 units
2023-04-07 08:28:42,SKU4567,2,470,Outlet_003_Town_C,69 units available,2023-09 Sales: 150 units
2023-12-23 17:23:16,SKU5678,9,1881,Outlet_002_Town_B,37 units available,2023-09 Sales: 100 units
2023-01-06 23:57:25,SKU5678,2,440,Outlet_004_Town_D,12 units available,2023-09 Sales: 90 units
2023-06-19 03:30:51,SKU4567,18,8028,Outlet_004_Town_D,11 units available,2023-09 Sales: 90 units
2023-06-06 01:01:06,SKU2345,12,1512,Outlet_001_Town_A,87 units available,2023-09 Sales: 150 units
2024-02-02 03:50:45,SKU4567,15,5175,Outlet_003_Town_C,59 units available,2023-09 Sales: 120 units
2023-05-04 21:51:04,SKU5678,12,1740,Outlet_004_Town_D,0 units available,2023-09 Sales: 100 units
2023-08-03 19:00:21,SKU3456,16,1648,Outlet_004_Town_D,99 units available,2023-09 Sales: 90 units
2024-04-02 00:18:14,SKU2345,5,2340,Outlet_003_Town_C,87 units available,2023-09 Sales: 150 units
2024-03-29 19:28:41,SKU1234,2,500,Outlet_003_Town_C,26 units available,2023-09 Sales: 150 units
2024-02-20 23:07:29,SKU4567,5,1120,Outlet_001_Town_A,78 units available,2023-09 Sales: 90 units
2024-07-15 12:09:59,SKU4567,13,4303,Outlet_002_Town_B,90 units available,2023-09 Sales: 90 units
2023-01-22 03:53:26,SKU3456,12,5484,Outlet_003_Town_C,58 units available,2023-09 Sales: 100 units
2023-09-22 17:21:30,SKU4567,4,500,Outlet_001_Town_A,33 units available,2023-09 Sales: 100 units
2024-09-06 10:22:07,SKU1234,8,3984,Outlet_003_Town_C,68 units available,2023-09 Sales: 100 units
2024-06-30 17:16:52,SKU4567,12,3348,Outlet_002_Town_B,28 units available,2023-09 Sales: 100 units
2023-11-15 08:37:03,SKU1234,5,1665,Outlet_001_Town_A,38 units available,2023-09 Sales: 90 units
2023-08-16 04:48:37,SKU2345,7,1631,Outlet_001_Town_A,88 units available,2023-09 Sales: 90 units
2023-01-26 23:14:35,SKU5678,3,690,Outlet_004_Town_D,31 units available,2023-09 Sales: 90 units
2023-12-19 06:40:53,SKU4567,17,7123,Outlet_001_Town_A,32 units available,2023-09 Sales: 150 units
2023-05-16 13:09:29,SKU4567,15,5490,Outlet_004_Town_D,86 units available,2023-09 Sales: 120 units
2024-08-13 02:03:08,SKU5678,16,2448,Outlet_001_Town_A,32 units available,2023-09 Sales: 90 units
2023-11-08 07:05:56,SKU3456,3,468,Outlet_003_Town_C,56 units available,2023-09 Sales: 90 units
2023-03-26 22:22:53,SKU3456,6,1728,Outlet_004_Town_D,28 units available,2023-09 Sales: 90 units
2023-09-07 20:24:24,SKU5678,7,2702,Outlet_001_Town_A,11 units available,2023-09 Sales: 150 units
2024-03-16 12:02:56,SKU3456,8,3192,Outlet_004_Town_D,2 units available,2023-09 Sales: 90 units
2023-05-23 12:11:07,SKU2345,8,2616,Outlet_001_Town_A,7 units available,2023-09 Sales: 120 units
2023-08-04 12:11:40,SKU3456,10,4340,Outlet_003_Town_C,42 units available,2023-09 Sales: 90 units
